accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ
362645.5272,0.13142395,-2.820251465,-1.115341187,362645.5251,4.081529794,2.304639686,0.723797383
362645.5572,1.125183105,-3.109024048,-2.681625366,362645.5251,4.081529794,2.304639686,0.723797383
362645.5873,0.398788452,-1.696212769,-3.643798828,362645.5602,5.07448195,0.678818989,-2.306060483
362645.6175,-0.600479126,0.184967041,-2.858825684,362645.5954,1.591934902,0.487411476,-3.288673981
362645.6476,-1.992645264,0.946670532,-1.252410889,362645.6305,-2.612468351,0.368457658,-2.004773074
362645.6777,-1.659896851,1.85635376,0.198806763,362645.6656,-4.334499205,0.165366857,1.200287236
362645.7078,-0.724822998,1.719726563,1.527282715,362645.7007,-4.453063137,-2.209571227,1.695651444
362645.7378,-0.289779663,-0.517730713,0.906921387,362645.7359,-4.401663595,-2.91597444,2.276688479
362645.7679,0.365066528,-1.67956543,2.840332031,362645.7359,-4.401663595,-2.91597444,2.276688479
362645.7981,0.626754761,-1.648757935,3.491592407,362645.7709,-1.237757912,-2.676409518,3.019580727
362645.8281,3.240783691,-2.364486694,-0.8097229,362645.8061,-2.985371091,4.214547234,-6.098920659
